proj_id,report_quarter,quarter_first_seen,project_age,match_confidence,segment,class_type,territory,project_stage,announced_load_mw,initial_service_date,new_project,change_announced_load,change_load_ramp,change_project_stage,change_initial_service_date,load_2023,load_2024,load_2025,load_2026,load_2027,load_2028,load_2029,load_2030,load_2031,load_2032,load_2033,load_2034,load_2035,load_2036,load_2037
P0068,2025Q3,2024Q2,6,exact,data center,Commercial,Inside,Technical Review,240,Q4 2026,,,,,,0.0,0.0,0.0,40.0,80.0,120.0,160.0,200.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
P0068,2025Q4,2024Q2,7,ramp_0.71,data center,Commercial,Inside,Technical Review,360,Q4 2027,,,,,Y,,,0.0,0.0,72.0,120.0,168.0,216.0,288.0,360.0,360.0,360.0,360.0,360.0,360.0
P0068,2026Q1,2024Q2,8,ramp_0.78,data center,Commercial,Inside,Technical Review,450,Q4 2027,,,,,,,,,0.0,5.0,5.0,150.0,300.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0
P0069,2024Q2,2024Q2,1,new,data center,Commercial,Inside,Technical Review,250,Q2 2026,Y,,,,,0.0,0.0,0.0,75.0,150.0,200.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
P0069,2024Q3,2024Q2,2,ramp_0.89,other,Industrial,Outside,Technical Review,300,Q3 2025,Y,,,,,0.0,0.0,50.0,50.0,100.0,100.0,100.0,100.0,200.0,200.0,300.0,300.0,300.0,300.0,300.0
P0069,2024Q4,2024Q2,3,ramp_0.72,data center,Commercial,Inside,Technical Review,300,Q3 2026,,,,,,0.0,0.0,0.0,100.0,200.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
P0069,2025Q1,2024Q2,4,ramp_0.71,data center,Commercial,Inside,Technical Review,460,Q4 2026,,,,,Y,0.0,0.0,0.0,2.0,91.0,187.0,283.0,380.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0
P0069,2025Q2,2024Q2,5,exact,data center,Commercial,Inside,Technical Review,460,Q4 2026,,,,,,0.0,0.0,0.0,2.0,91.0,187.0,283.0,380.0,460.0,460.0,460.0,460.0,460.0,460.0,460.0
P0070,2024Q2,2024Q2,1,new,data center,Commercial,Inside,Technical Review,1000,Q4 2025,Y,,,,,0.0,0.0,5.0,15.0,250.0,500.0,750.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
P0070,2024Q3,2024Q2,2,ramp_0.92,data center,Commercial,Inside,Technical Review,1000,Q2 2026,Y,,,,,0.0,0.0,0.0,200.0,350.0,500.0,600.0,700.0,800.0,900.0,1000.0,1000.0,1000.0,1000.0,1000.0
P0070,2024Q4,2024Q2,3,ramp_0.84,data center,Commercial,Inside,Technical Review,1200,Q1 2027,Y,,,,,0.0,0.0,0.0,0.0,97.0,194.0,432.0,732.0,1032.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0070,2025Q1,2024Q2,4,ramp_0.98,data center,Commercial,Inside,Technical Review,1200,Q4 2026,Y,,,,,0.0,0.0,0.0,1.0,20.0,400.0,600.0,800.0,1000.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0070,2025Q2,2024Q2,5,exact_noseg,data center,Commercial,Inside,Technical Review,1200,Q4 2026,,,,,,0.0,0.0,0.0,400.0,600.0,800.0,1000.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0071,2024Q2,2024Q2,1,new,data center,Commercial,Inside,Technical Review,335,Q2 2027,Y,,,,,0.0,0.0,0.0,0.0,134.0,268.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0,335.0
P0072,2024Q2,2024Q2,1,new,data center,Commercial,Inside,Technical Review,432,Q2 2027,,,Y,,Y,0.0,0.0,0.0,0.0,72.0,216.0,288.0,360.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0
P0072,2024Q3,2024Q2,2,ramp_0.85,data center,Commercial,Inside,Technical Review,500,Q4 2026,,,,,Y,0.0,0.0,0.0,75.0,150.0,250.0,350.0,450.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
P0072,2024Q4,2024Q2,3,exact,data center,Commercial,Inside,Technical Review,500,Q4 2026,,,,,,0.0,0.0,0.0,75.0,150.0,250.0,350.0,450.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
P0072,2025Q1,2024Q2,4,exact,data center,Commercial,Inside,Technical Review,500,Q4 2026,,Y,Y,,Y,0.0,0.0,0.0,200.0,250.0,350.0,450.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
P0073,2024Q2,2024Q2,1,new,data center,Commercial,Outside,Technical Review,115,Q4 2025,,,,,Y,0.0,0.0,22.0,30.0,90.0,95.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0
P0073,2024Q3,2024Q2,2,ramp_0.90,other,Industrial,Multiple Sites,Technical Review,110,Q2 2028,Y,,,,,0.0,0.0,0.0,0.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
P0073,2024Q4,2024Q2,3,exact,other,Industrial,Multiple Sites,Technical Review,110,Q2 2028,,,,,,0.0,0.0,0.0,0.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
P0073,2025Q1,2024Q2,4,exact,other,Industrial,Multiple Sites,Technical Review,110,Q2 2028,,,,,,0.0,0.0,0.0,0.0,0.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
P0074,2024Q2,2024Q2,1,new,data center,Commercial,Inside,Request for Service,432,Q2 2026,,,Y,,,0.0,0.0,0.0,60.0,108.0,216.0,324.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0
P0074,2024Q3,2024Q2,2,ramp_0.96,data center,Commercial,Inside,Technical Review,470,Q1 2027,Y,,,,,0.0,0.0,0.0,0.0,75.0,157.0,259.0,371.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0
P0074,2024Q4,2024Q2,3,exact,data center,Commercial,Inside,Technical Review,470,Q1 2027,,,,,,0.0,0.0,0.0,0.0,75.0,157.0,259.0,371.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0
P0074,2025Q1,2024Q2,4,ramp_0.81,data center,Commercial,Inside,Technical Review,650,Q4 2026,,,,,Y,0.0,0.0,0.0,120.0,191.0,247.0,303.0,359.0,415.0,471.0,527.0,583.0,650.0,650.0,650.0
P0074,2025Q2,2024Q2,5,exact,data center,Commercial,Inside,Technical Review,650,Q4 2026,,,,,,0.0,0.0,0.0,120.0,191.0,247.0,303.0,359.0,415.0,471.0,527.0,583.0,650.0,650.0,650.0
P0075,2024Q2,2024Q2,1,new,data center,Commercial,Inside,Technical Review,321,Q4 2024,Y,,,,,0.0,3.0,25.0,120.0,209.0,301.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0,321.0
P0075,2024Q3,2024Q2,2,ramp_0.86,manufacturing,Industrial,Multiple Sites,Technical Review,360,Q3 2027,Y,,,,,0.0,0.0,0.0,0.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0
P0075,2024Q4,2024Q2,3,ramp_0.73,other,Industrial,Multiple Sites,Technical Review,500,Q2 2026,Y,,,,,0.0,0.0,0.0,100.0,100.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
P0075,2025Q1,2024Q2,4,ramp_0.72,data center,Commercial,Inside,Technical Review,750,Q2 2027,,,,,Y,0.0,0.0,0.0,0.0,250.0,350.0,450.0,600.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0
P0075,2025Q2,2024Q2,5,ramp_0.78,data center,Commercial,Inside,Technical Review,910,Q4 2026,,,,,,0.0,0.0,0.0,25.0,350.0,550.0,750.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0
P0075,2025Q3,2024Q2,6,ramp_0.85,data center,Commercial,Inside,Technical Review,1200,Q2 2027,,Y,Y,,,0.0,0.0,0.0,0.0,100.0,300.0,450.0,650.0,850.0,1050.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0076,2024Q2,2024Q2,1,new,data center,Commercial,Inside,Request for Service,300,Q2 2027,,Y,Y,,Y,0.0,0.0,0.0,0.0,75.0,150.0,225.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
P0076,2024Q3,2024Q2,2,ramp_0.93,data center,Commercial,Inside,Request for Service,311,Q2 2025,,,Y,Y,Y,0.0,0.0,2.0,6.0,104.0,208.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0
P0076,2024Q4,2024Q2,3,exact,data center,Commercial,Inside,Request for Service,311,Q2 2025,,,,,,0.0,0.0,2.0,6.0,104.0,208.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0
P0076,2025Q1,2024Q2,4,exact,data center,Commercial,Inside,Contract for Electric Service,311,Q2 2025,,,,,,0.0,0.0,2.0,6.0,104.0,208.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0
P0076,2025Q2,2024Q2,5,exact,data center,Commercial,Inside,Contract for Electric Service,311,Q2 2025,,,,,,0.0,0.0,2.0,6.0,104.0,208.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0
P0076,2025Q3,2024Q2,6,exact,data center,Commercial,Inside,Contract for Electric Service,311,Q2 2025,,,,,,0.0,0.0,2.0,6.0,104.0,208.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0
P0076,2025Q4,2024Q2,7,exact,data center,Commercial,Inside,Contract for Electric Service,311,Q1 2026,,,,,Y,,,2.0,6.0,104.0,208.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0
P0076,2026Q1,2024Q2,8,exact,data center,Commercial,Inside,Contract for Electric Service,311,Q1 2026,,,,,,,,,6.0,104.0,208.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0,311.0
P0077,2024Q2,2024Q2,1,new,data center,Commercial,Inside,Request for Service,285,Q2 2027,,Y,Y,,,0.0,0.0,0.0,0.0,100.0,200.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0
P0077,2024Q3,2024Q2,2,exact,data center,Commercial,Inside,Request for Service,285,Q2 2027,,,,,,0.0,0.0,0.0,0.0,100.0,200.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0
P0077,2024Q4,2024Q2,3,ramp_0.73,data center,Commercial,Inside,Technical Review,365,Q4 2025,,,,,Y,0.0,0.0,5.0,125.0,245.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0
P0077,2025Q1,2024Q2,4,exact,data center,Commercial,Inside,Technical Review,365,Q4 2025,,,,,,0.0,0.0,5.0,125.0,245.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0
P0077,2025Q2,2024Q2,5,ramp_0.75,data center,Commercial,Inside,Technical Review,567,Q4 2026,,,Y,,Y,0.0,0.0,0.0,2.0,81.0,162.0,243.0,324.0,405.0,486.0,567.0,567.0,567.0,567.0,567.0
P0077,2025Q3,2024Q2,6,exact,data center,Commercial,Inside,Technical Review,567,Q4 2026,,,,,,0.0,0.0,0.0,2.0,81.0,162.0,243.0,324.0,405.0,486.0,567.0,567.0,567.0,567.0,567.0
P0077,2025Q4,2024Q2,7,ramp_0.89,data center,Commercial,Inside,Technical Review,600,Q4 2027,,,Y,,Y,,,0.0,0.0,1.0,10.0,200.0,400.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0078,2024Q2,2024Q2,1,new,data center,Commercial,Inside,Request for Service,180,Q2 2026,Y,,,,,0.0,0.0,0.0,36.0,108.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
P0078,2024Q3,2024Q2,2,ramp_0.87,data center,Commercial,Inside,Technical Review,200,Q1 2027,Y,,,,,0.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
P0078,2024Q4,2024Q2,3,exact,data center,Commercial,Inside,Technical Review,200,Q1 2027,,,,,,0.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
P0078,2025Q1,2024Q2,4,ramp_0.89,data center,Commercial,Inside,Request for Service,228,Q1 2028,,,Y,,Y,0.0,0.0,0.0,0.0,30.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0
P0078,2025Q2,2024Q2,5,exact,data center,Commercial,Inside,Request for Service,228,Q1 2028,,,,,,0.0,0.0,0.0,0.0,30.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0
P0078,2025Q3,2024Q2,6,exact,data center,Commercial,Inside,Request for Service,228,Q1 2028,Y,,,,,0.0,0.0,0.0,0.0,0.0,10.0,107.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0
P0078,2025Q4,2024Q2,7,ramp_0.79,data center,Commercial,Inside,Request for Service,300,Q3 2029,,Y,Y,,Y,,,0.0,0.0,0.0,0.0,100.0,200.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
P0079,2024Q2,2024Q2,1,new,data center,Commercial,Inside,Request for Service,502,Q4 2025,,,,,Y,0.0,0.0,24.0,63.0,119.0,184.0,253.0,309.0,387.0,441.0,480.0,502.0,502.0,502.0,502.0
P0079,2024Q3,2024Q2,2,ramp_0.97,data center,Commercial,Inside,Technical Review,481,Q4 2027,,,Y,,Y,0.0,0.0,0.0,0.0,14.0,118.0,261.0,404.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0
P0079,2024Q4,2024Q2,3,exact,data center,Commercial,Inside,Technical Review,481,Q4 2027,,,,,,0.0,0.0,0.0,0.0,14.0,118.0,261.0,404.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0
P0079,2025Q1,2024Q2,4,exact,data center,Commercial,Inside,Technical Review,481,Q4 2027,,,,,,0.0,0.0,0.0,0.0,14.0,118.0,261.0,404.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0
P0079,2025Q2,2024Q2,5,exact,data center,Commercial,Inside,Technical Review,481,Q4 2027,,,,,,0.0,0.0,0.0,0.0,14.0,118.0,261.0,404.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0
P0079,2025Q3,2024Q2,6,exact,data center,Commercial,Inside,Technical Review,481,Q4 2027,,,,,,0.0,0.0,0.0,0.0,14.0,118.0,261.0,404.0,481.0,481.0,481.0,481.0,481.0,481.0,481.0
P0079,2025Q4,2024Q2,7,ramp_0.93,data center,Commercial,Inside,Technical Review,600,Q4 2027,,,Y,,Y,,,0.0,0.0,1.0,60.0,102.0,204.0,300.0,414.0,510.0,558.0,600.0,600.0,600.0
P0079,2026Q1,2024Q2,8,exact_noseg,data center,Commercial,Inside,Technical Review,600,Q4 2027,,,,,,,,,0.0,1.0,60.0,102.0,204.0,300.0,414.0,510.0,558.0,600.0,600.0,600.0
P0080,2024Q2,2024Q2,1,new,data center,Commercial,Inside,Contract for Electric Service,145,Q2 2028,,Y,Y,Y,,0.0,0.0,0.0,0.0,0.0,97.0,104.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0
P0080,2024Q3,2024Q2,2,ramp_0.97,other,Commercial,Inside,Technical Review,150,Q1 2024,Y,,,,,0.0,25.0,25.0,50.0,50.0,100.0,100.0,125.0,125.0,150.0,150.0,150.0,150.0,150.0,150.0
P0080,2024Q4,2024Q2,3,ramp_0.93,other,Commercial,Inside,Technical Review,150,Q4 2025,,,Y,,Y,0.0,0.0,25.0,25.0,50.0,50.0,100.0,100.0,125.0,125.0,150.0,150.0,150.0,150.0,150.0
P0080,2025Q1,2024Q2,4,exact,other,Commercial,Inside,Technical Review,150,Q4 2025,,,,,,0.0,0.0,25.0,25.0,50.0,50.0,100.0,100.0,125.0,125.0,150.0,150.0,150.0,150.0,150.0
P0080,2025Q2,2024Q2,5,ramp_0.84,clean energy tech,Industrial,Inside,Technical Review,240,Q2 2029,Y,,,,,0.0,0.0,0.0,0.0,0.0,0.0,75.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,240.0
P0080,2025Q3,2024Q2,6,exact,clean energy tech,Industrial,Inside,Technical Review,240,Q2 2029,,Y,Y,,,0.0,0.0,0.0,0.0,0.0,0.0,75.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,240.0
P0080,2025Q4,2024Q2,7,exact,clean energy tech,Industrial,Inside,Technical Review,240,Q2 2029,,,,,,,,0.0,0.0,0.0,0.0,75.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,240.0
P0080,2026Q1,2024Q2,8,exact,clean energy tech,Industrial,Inside,Technical Review,240,Q2 2029,,,,,,,,,0.0,0.0,0.0,75.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,240.0
P0081,2024Q3,2024Q3,1,new,data center,Commercial,Inside,Technical Review,910,Q4 2026,Y,,,,,0.0,0.0,0.0,100.0,370.0,550.0,730.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0
P0081,2024Q4,2024Q3,2,ramp_0.94,manufacturing,Industrial,Multiple Sites,Technical Review,1020,Q2 2027,Y,,,,,0.0,0.0,0.0,0.0,6.0,11.0,500.0,500.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0
P0081,2025Q1,2024Q3,3,exact,manufacturing,Industrial,Multiple Sites,Technical Review,1020,Q2 2027,,,,,,0.0,0.0,0.0,0.0,6.0,11.0,500.0,500.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0
P0081,2025Q2,2024Q3,4,exact,manufacturing,Industrial,Multiple Sites,Technical Review,1020,Q2 2027,,,,,,0.0,0.0,0.0,0.0,6.0,11.0,500.0,500.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0
P0081,2025Q3,2024Q3,5,exact,manufacturing,Industrial,Multiple Sites,Technical Review,1020,Q2 2027,,Y,Y,,,0.0,0.0,0.0,0.0,6.0,11.0,500.0,500.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0
P0081,2025Q4,2024Q3,6,ramp_0.88,data center,Commercial,Inside,Technical Review,1200,Q4 2027,,,,,Y,,,0.0,0.0,100.0,300.0,450.0,650.0,850.0,1050.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0081,2026Q1,2024Q3,7,ramp_0.85,data center,Commercial,Inside,Technical Review,1200,Q2 2028,Y,,,,,,,,0.0,0.0,600.0,900.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0082,2024Q3,2024Q3,1,new,data center,Commercial,Inside,Technical Review,872,Q4 2026,Y,,,,,0.0,0.0,0.0,1.0,10.0,300.0,372.0,672.0,872.0,872.0,872.0,872.0,872.0,872.0,872.0
P0082,2024Q4,2024Q3,2,exact,data center,Commercial,Inside,Technical Review,1000,Q4 2026,,Y,Y,,,0.0,0.0,0.0,1.0,12.0,300.0,600.0,900.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
P0082,2025Q1,2024Q3,3,exact,data center,Commercial,Inside,Technical Review,1000,Q4 2026,,,,,,0.0,0.0,0.0,1.0,12.0,300.0,600.0,900.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
P0082,2025Q2,2024Q3,4,ramp_0.92,data center,Commercial,Inside,Technical Review,1200,Q4 2026,,,Y,,Y,0.0,0.0,0.0,1.0,1.0,200.0,400.0,600.0,800.0,1000.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0083,2024Q3,2024Q3,1,new,data center,Commercial,Inside,Technical Review,1200,Q1 2026,Y,,,,,0.0,0.0,0.0,250.0,500.0,750.0,1000.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0083,2024Q4,2024Q3,2,ramp_0.84,data center,Commercial,Inside,Technical Review,1680,Q1 2028,Y,,,,,0.0,0.0,0.0,0.0,0.0,72.0,276.0,516.0,744.0,1056.0,1056.0,1200.0,1368.0,1476.0,1680.0
P0083,2025Q1,2024Q3,3,ramp_1.00,data center,Commercial,Inside,Technical Review,1680,Q2 2028,,,,,Y,0.0,0.0,0.0,0.0,0.0,72.0,276.0,516.0,744.0,1056.0,1056.0,1200.0,1368.0,1476.0,1680.0
P0083,2025Q2,2024Q3,4,exact,data center,Commercial,Inside,Technical Review,1680,Q2 2028,,,,,,0.0,0.0,0.0,0.0,0.0,72.0,276.0,516.0,744.0,1056.0,1056.0,1200.0,1368.0,1476.0,1680.0
P0083,2025Q3,2024Q3,5,exact,data center,Commercial,Inside,Request for Service,1400,Q2 2028,,,Y,,,0.0,0.0,0.0,0.0,90.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0
P0083,2025Q4,2024Q3,6,exact,data center,Commercial,Inside,Contract for Electric Service,1400,Q2 2028,,,,Y,,,,0.0,0.0,90.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0
P0083,2026Q1,2024Q3,7,exact,data center,Commercial,Inside,Contract for Electric Service,1400,Q2 2028,,,,,,,,,0.0,90.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0
P0084,2024Q3,2024Q3,1,new,data center,Commercial,Inside,Technical Review,910,Q4 2026,Y,,,,,0.0,0.0,0.0,25.0,350.0,550.0,750.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0
P0084,2024Q4,2024Q3,2,ramp_0.84,data center,Commercial,Inside,Technical Review,1186,Q1 2028,Y,,,,,0.0,0.0,0.0,0.0,0.0,190.0,395.0,654.0,937.0,1186.0,1186.0,1186.0,1186.0,1186.0,1186.0
P0084,2025Q1,2024Q3,3,ramp_0.95,data center,Commercial,Inside,Technical Review,1200,Q2 2027,Y,,,,,0.0,0.0,0.0,0.0,200.0,400.0,600.0,800.0,1000.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0084,2025Q2,2024Q3,4,exact_noseg,data center,Commercial,Inside,Technical Review,1200,Q2 2027,,,,,,0.0,0.0,0.0,0.0,200.0,400.0,600.0,800.0,1000.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0085,2024Q3,2024Q3,1,new,data center,Commercial,Inside,Technical Review,1000,Q2 2026,Y,,,,,0.0,0.0,0.0,200.0,350.0,500.0,600.0,700.0,800.0,900.0,1000.0,1000.0,1000.0,1000.0,1000.0
P0085,2024Q4,2024Q3,2,ramp_0.81,data center,Commercial,Inside,Technical Review,1200,Q1 2028,Y,,,,,0.0,0.0,0.0,0.0,0.0,300.0,600.0,900.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0085,2025Q1,2024Q3,3,ramp_1.00,data center,Commercial,Inside,Technical Review,1200,Q2 2028,,,,,Y,0.0,0.0,0.0,0.0,0.0,300.0,600.0,900.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0085,2025Q2,2024Q3,4,exact,data center,Commercial,Inside,Technical Review,1200,Q2 2028,,,,,,0.0,0.0,0.0,0.0,0.0,300.0,600.0,900.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0
P0086,2024Q3,2024Q3,1,new,data center,Commercial,Inside,Technical Review,500,Q4 2027,,,,,Y,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
P0086,2024Q4,2024Q3,2,ramp_0.86,data center,Commercial,Outside,Technical Review,600,Q4 2025,,,,,Y,0.0,0.0,10.0,120.0,312.0,505.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0086,2025Q1,2024Q3,3,exact,data center,Commercial,Outside,Technical Review,600,Q4 2025,,,,,,0.0,0.0,10.0,120.0,312.0,505.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0086,2025Q2,2024Q3,4,ramp_0.86,data center,Commercial,Inside,Technical Review,750,Q2 2027,,,,,,0.0,0.0,0.0,0.0,250.0,350.0,450.0,600.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0
P0086,2025Q3,2024Q3,5,ramp_0.81,data center,Commercial,Inside,Contract for Electric Service,800,Q1 2027,Y,,,,,0.0,0.0,0.0,0.0,600.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0
P0086,2025Q4,2024Q3,6,exact,data center,Commercial,Inside,Contract for Electric Service,800,Q1 2027,,,,,,,,0.0,0.0,600.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0
P0086,2026Q1,2024Q3,7,exact,data center,Commercial,Inside,Contract for Electric Service,800,Q1 2027,,,,,,,,,0.0,600.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0
P0087,2024Q3,2024Q3,1,new,data center,Commercial,Outside,Technical Review,600,Q3 2025,Y,,,,,0.0,0.0,10.0,120.0,312.0,505.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
P0087,2024Q4,2024Q3,2,ramp_0.86,data center,Commercial,Inside,Technical Review,750,Q1 2027,,Y,Y,,Y,0.0,0.0,0.0,0.0,250.0,350.0,450.0,600.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0
P0087,2025Q1,2024Q3,3,ramp_0.78,data center,Commercial,Inside,Technical Review,910,Q4 2026,,,,,,0.0,0.0,0.0,100.0,370.0,550.0,730.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0
P0087,2025Q2,2024Q3,4,ramp_0.98,data center,Commercial,Inside,Technical Review,1000,Q4 2026,,,,,,0.0,0.0,0.0,4.0,137.0,322.0,507.0,692.0,877.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
P0088,2024Q3,2024Q3,1,new,other,Industrial,Multiple Sites,Technical Review,118,Q1 2027,Y,,,,,0.0,0.0,0.0,0.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0
P0088,2024Q4,2024Q3,2,exact,other,Industrial,Multiple Sites,Technical Review,118,Q1 2027,,,,,,0.0,0.0,0.0,0.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0
P0088,2025Q1,2024Q3,3,ramp_0.80,data center,Commercial,Inside,Technical Review,175,Q2 2028,,Y,Y,,Y,0.0,0.0,0.0,0.0,0.0,40.0,64.0,88.0,112.0,136.0,150.0,175.0,175.0,175.0,175.0
P0088,2025Q2,2024Q3,4,exact,data center,Commercial,Inside,Technical Review,175,Q2 2028,,,,,,0.0,0.0,0.0,0.0,0.0,40.0,64.0,88.0,112.0,136.0,150.0,175.0,175.0,175.0,175.0
P0088,2025Q3,2024Q3,5,exact,data center,Commercial,Inside,Technical Review,175,Q2 2028,Y,,,,,0.0,0.0,0.0,0.0,0.0,40.0,64.0,88.0,112.0,136.0,150.0,175.0,175.0,175.0,175.0
P0088,2025Q4,2024Q3,6,exact,data center,Commercial,Inside,Technical Review,175,Q2 2028,,,,,,,,0.0,0.0,0.0,40.0,64.0,88.0,112.0,136.0,150.0,175.0,175.0,175.0,175.0
P0088,2026Q1,2024Q3,7,exact,data center,Commercial,Inside,Technical Review,175,Q2 2028,,,,,,,,,0.0,0.0,40.0,64.0,88.0,112.0,136.0,150.0,175.0,175.0,175.0,175.0
P0089,2024Q3,2024Q3,1,new,other,Industrial,Multiple Sites,Technical Review,300,Q4 2026,Y,,,,,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
